id,性别,民族,年龄,学历,在职离职,工作经验,服务范围,评价,金额,服务类型
981,2,0,63,5,0,1.0,3,2.62,0.26,3
982,2,0,37,5,0,0.9,3,1.97,0.47,3
983,2,0,43,5,0,4.9,3,4.26,0.47,3
984,2,0,67,5,0,3.9,3,1.18,0.69,3
985,2,0,50,5,0,4.9,3,1.82,0.36,3
986,2,0,66,5,0,3.5,3,4.67,0.36,3
987,2,0,39,5,0,2.5,3,2.61,0.36,3
988,2,0,23,5,0,3.1,3,2.91,0.36,3
989,2,0,23,5,0,5.9,3,2.53,0.36,3
990,2,0,33,5,0,6.5,3,1.74,0.36,3
991,2,0,52,5,0,1.4,3,2.33,0.36,3
992,2,0,58,5,0,4.5,3,3.17,0.36,3
993,2,0,71,5,0,4.2,3,4.15,0.36,3
994,2,0,43,5,0,4.0,3,2.92,0.47,3
998,2,0,45,5,0,2.4,3,2.31,0.03,3
1000,2,0,46,5,0,8.1,3,1.14,0.0,3
1002,2,0,35,5,0,0.5,3,3.22,0.0,3
1005,2,0,48,5,0,1.8,3,2.38,0.0,3
1020,2,0,35,5,0,8.9,2,4.5,0.0,3
1022,2,0,31,5,0,2.0,2,2.0,0.03,3
1023,2,0,52,5,0,2.8,2,1.12,0.11,3
1024,2,0,46,5,0,6.2,2,2.35,0.11,3
1025,2,0,52,5,0,9.3,2,2.5,0.14,3
1027,2,0,36,5,0,8.7,2,1.85,0.25,3
1030,2,0,49,5,0,8.2,2,3.0,0.01,3
1031,2,0,50,5,0,10.0,2,3.09,0.03,3
1051,2,0,49,5,0,8.4,2,4.3,0.11,3
1052,2,0,63,5,0,3.5,2,3.19,0.14,3
1053,2,0,49,5,0,8.9,2,3.17,0.11,3
1058,2,0,57,5,0,5.9,2,3.45,0.03,3
1059,2,0,46,5,0,9.2,2,4.64,0.11,3
1076,2,0,50,5,0,8.9,2,2.15,0.12,3
1077,2,0,47,5,0,1.3,2,2.55,0.0,3
1080,2,0,48,5,0,8.8,2,3.64,0.11,3
1083,2,0,33,5,0,8.6,2,4.67,0.11,3
1084,2,0,49,5,0,7.3,2,2.41,0.25,3
1303,2,0,47,3,0,7.7,2,4.94,0.27,3
1304,2,0,39,3,0,0.0,2,3.36,0.36,3
1305,2,0,46,2,0,5.6,2,3.43,0.41,3
1306,2,0,44,3,0,1.5,2,1.44,0.36,3
1307,2,0,52,2,0,1.8,2,3.13,0.12,3
5,2,0,40,3,0,1.3,1,2.73,0.15,4
7,2,0,49,2,0,9.2,0,3.79,0.52,4
8,2,0,48,4,0,6.1,0,4.8,0.52,4
9,2,0,45,4,0,7.9,0,4.86,0.15,4
10,2,0,45,3,0,5.7,1,2.82,0.61,4
11,2,0,44,3,0,2.4,2,3.83,1.0,4
12,2,0,46,3,0,5.8,2,2.9,0.2,4
13,2,0,48,3,0,1.2,2,2.66,0.2,4
14,2,0,49,3,0,5.9,2,2.4,0.43,4
15,2,0,40,3,0,2.7,2,3.9,0.34,4
16,2,0,45,3,0,2.7,0,2.93,0.52,4
17,2,0,38,2,0,9.0,0,3.7,0.1,4
25,2,0,55,0,0,5.4,7,4.38,0.43,4
34,2,0,53,2,0,4.2,2,3.94,0.69,4
35,1,0,58,2,0,7.9,2,2.0,0.69,4
36,1,0,48,2,0,3.8,2,4.57,0.69,4
43,1,0,50,3,0,6.9,2,2.46,0.61,4
44,1,0,56,3,0,8.3,2,1.85,0.69,4
45,2,0,51,2,0,9.8,2,2.12,0.61,4
48,2,0,53,3,0,8.1,7,4.35,0.69,4
55,2,0,49,2,0,3.7,2,1.98,0.15,4
67,2,0,40,3,0,7.6,2,1.16,0.69,4
71,2,0,54,2,0,8.3,0,3.29,0.15,4
72,1,0,61,3,0,6.5,2,4.28,0.61,4
88,2,0,61,3,0,5.3,2,4.1,0.0,4
99,2,0,44,3,0,4.1,1,1.14,0.1,4
129,2,0,54,0,0,6.2,5,2.49,0.52,4
131,2,0,54,0,0,3.1,5,4.08,0.2,4
138,2,0,48,0,0,4.8,5,1.72,0.55,4
143,2,0,57,0,0,4.9,3,2.12,0.52,4
145,2,0,55,0,0,2.4,3,2.17,0.61,4
149,2,0,57,0,0,9.7,0,3.31,0.1,4
167,2,0,51,0,0,4.8,6,3.23,0.52,4
173,2,0,50,0,0,2.8,4,3.28,0.2,4
201,2,0,55,2,0,3.2,2,4.65,0.69,4
215,2,0,56,0,0,8.7,4,3.25,0.69,4
235,2,0,45,3,0,2.9,2,2.46,0.2,4
258,2,0,41,3,0,1.0,2,2.48,0.1,4
298,2,0,51,2,0,4.2,2,2.59,0.52,4
302,1,0,60,0,0,1.7,6,4.01,0.52,4
304,2,0,55,0,0,6.0,2,3.02,0.2,4
324,2,0,52,2,0,0.7,4,2.09,0.69,4
326,2,0,55,2,0,2.8,4,3.49,0.69,4
328,2,0,50,2,0,2.8,11,2.13,0.69,4
339,2,0,49,2,0,5.6,11,2.23,0.69,4
349,2,0,48,0,0,2.7,11,4.9,0.69,4
350,1,0,24,3,0,7.9,7,3.89,0.61,4
366,1,0,53,2,0,3.5,11,4.61,0.69,4
378,1,0,63,1,0,8.8,11,4.07,0.61,4
390,2,0,43,3,0,6.0,2,3.04,0.0,4
391,2,0,49,0,0,1.2,1,1.71,0.27,4
392,2,0,52,0,0,5.0,2,1.08,0.2,4
398,2,0,48,2,0,7.2,2,4.19,0.52,4
399,2,0,50,2,0,6.6,2,4.2,0.2,4
401,2,0,48,3,0,4.6,2,2.55,0.61,4
402,2,0,48,2,0,3.9,6,2.04,0.43,4
403,2,0,36,2,0,2.4,2,1.74,0.52,4
404,2,0,54,0,0,8.8,2,4.4,0.61,4
419,2,0,53,0,0,3.4,2,4.04,0.1,4
420,2,0,47,2,0,1.5,2,1.2,0.55,4
428,2,0,48,2,0,4.6,2,3.13,0.52,4
430,2,0,53,0,0,9.6,2,1.96,0.52,4
432,2,0,50,2,0,1.6,7,3.7,0.18,4
434,2,0,50,2,0,3.0,7,1.6,0.12,4
436,1,0,48,2,0,2.6,2,2.41,0.61,4
437,2,0,49,2,0,8.4,2,3.66,0.55,4
438,2,0,49,2,0,1.6,2,1.09,0.52,4
439,2,0,40,2,0,6.7,0,2.98,0.52,4
805,2,0,48,5,0,4.8,4,4.25,0.0,4
834,2,0,49,5,0,1.6,4,2.79,0.1,4
1303,2,0,47,3,0,7.7,2,4.94,0.15,4
1305,2,0,46,2,0,5.6,2,3.43,0.52,4
3,2,0,45,3,0,7.3,1,4.98,1.0,5
11,2,0,44,3,0,2.4,2,3.83,1.0,5
166,2,0,50,3,0,8.6,1,1.04,0.14,5
173,2,0,50,0,0,2.8,4,3.28,0.0,5
178,2,0,54,2,0,10.0,1,1.29,0.47,5
211,2,0,49,3,0,2.9,1,1.16,0.26,5
234,2,0,48,4,0,7.4,1,3.36,0.05,5
237,2,0,43,3,0,6.3,1,1.79,0.26,5
238,2,0,52,0,0,8.1,1,4.67,1.0,5
239,2,0,52,3,0,0.4,2,1.13,0.36,5
254,2,0,46,3,0,5.3,1,3.92,0.2,5
257,2,0,49,3,0,5.8,2,3.54,0.05,5
344,2,0,51,0,0,9.0,1,4.53,0.05,5
386,2,0,51,0,0,4.6,2,4.53,0.14,5
27,2,0,53,0,0,8.2,7,1.91,0.16,6
28,2,0,55,0,0,1.7,3,4.45,0.0,6
30,2,0,55,3,0,3.9,7,3.03,0.0,6
33,2,0,40,3,0,9.1,7,2.44,0.4,6
37,2,0,48,0,0,7.0,4,3.52,0.16,6
66,2,0,55,0,0,3.2,7,4.04,0.4,6
122,2,0,52,0,1,4.3,3,4.08,0.16,6
148,2,0,44,0,0,9.9,10,4.36,0.0,6
150,2,0,52,0,0,1.4,8,1.86,0.16,6
167,2,0,51,0,0,4.8,6,3.23,0.51,6
190,2,0,53,2,0,9.7,0,2.61,0.51,6
191,2,0,46,2,0,4.8,0,2.39,0.51,6
202,2,0,52,2,0,8.4,2,2.69,0.0,6
203,2,0,41,3,0,5.7,2,2.27,0.0,6
206,2,0,45,3,0,2.3,1,4.79,0.16,6
208,2,0,43,0,0,5.2,1,2.0,0.4,6
209,2,0,56,0,0,5.9,4,2.02,0.16,6
210,2,0,50,0,0,8.4,4,1.54,1.0,6
212,2,0,56,0,0,7.3,0,3.49,0.4,6
213,2,0,54,0,0,8.5,7,4.7,0.4,6
214,2,0,53,0,0,2.4,7,3.69,0.51,6
216,2,0,53,0,0,4.9,4,4.81,0.51,6
217,2,0,44,0,0,2.9,5,3.54,0.16,6
218,2,0,46,3,0,9.1,2,1.5,0.4,6
219,2,0,53,0,0,7.0,4,1.0,0.4,6
221,2,0,35,0,0,7.4,4,4.42,1.0,6
222,2,0,50,3,0,3.0,9,2.3,0.4,6
223,2,0,51,0,0,6.2,5,1.44,0.51,6
224,2,0,56,0,0,0.2,7,3.05,0.16,6
225,2,0,40,0,0,6.7,7,1.16,0.16,6
226,2,0,55,0,0,8.7,3,4.99,0.4,6
227,2,0,55,0,0,9.5,7,4.17,1.0,6
228,2,0,51,0,0,7.2,7,2.39,1.0,6
230,2,0,59,0,0,1.6,7,3.87,0.51,6
236,2,0,35,3,0,9.9,1,2.09,0.51,6
299,2,0,48,2,0,9.3,2,4.92,0.4,6
310,2,0,43,2,0,2.1,4,1.49,0.51,6
323,2,0,50,0,0,8.2,5,3.42,0.51,6
332,2,0,46,0,0,0.8,4,4.33,1.0,6
348,2,0,45,0,0,3.0,0,2.04,1.0,6
353,2,0,53,0,0,2.3,3,4.79,0.4,6
360,2,0,48,0,0,1.6,5,2.87,0.0,6
361,2,0,48,0,0,5.6,4,3.42,1.0,6
370,2,0,64,0,0,6.6,11,1.45,0.0,6
377,2,0,52,3,0,7.7,4,3.18,0.0,6
390,2,0,43,3,0,6.0,2,3.04,0.0,6
407,2,0,48,0,0,7.6,4,2.5,0.0,6
411,2,0,54,3,0,1.3,1,2.15,0.51,6
420,2,0,47,2,0,1.5,2,1.2,0.67,6
4,2,0,48,3,0,1.8,1,3.6,1.0,12
6,2,0,52,3,0,6.6,0,2.48,0.23,12
8,2,0,48,4,0,6.1,0,4.8,0.31,12
9,2,0,45,4,0,7.9,0,4.86,0.37,12
15,2,0,40,3,0,2.7,2,3.9,0.68,12
38,2,0,52,2,0,6.0,0,4.92,0.27,12
39,2,0,49,2,0,6.1,2,4.32,0.14,12
40,2,0,55,2,0,1.9,0,4.91,0.14,12
50,2,0,53,2,0,0.8,2,3.33,0.32,12
79,2,0,46,3,0,9.7,2,2.46,0.25,12
94,2,0,49,3,0,1.8,2,4.72,0.62,12
95,2,0,46,3,0,8.6,1,1.13,0.5,12
96,2,0,43,3,0,5.5,2,3.82,0.41,12
97,2,0,44,3,0,0.3,2,2.36,0.33,12
98,2,0,49,2,0,1.8,2,2.07,0.07,12
99,2,0,44,3,0,4.1,1,1.14,0.73,12
100,2,0,42,2,0,1.5,0,2.35,0.15,12
102,2,0,48,4,0,7.4,2,1.23,0.92,12
105,2,0,46,2,0,5.3,2,4.16,0.44,12
117,2,0,51,2,0,0.6,2,4.41,0.64,12
119,2,0,37,3,0,4.4,2,3.7,0.18,12
121,2,0,48,3,0,0.1,8,4.36,0.36,12
152,2,0,48,2,0,6.9,2,3.73,0.48,12
153,2,0,50,2,0,3.7,2,2.9,0.52,12
154,2,0,47,2,0,3.2,2,1.31,0.8,12
155,2,0,53,2,0,2.6,2,1.45,0.4,12
156,2,0,49,2,0,7.4,2,4.36,0.24,12
159,2,0,32,2,0,7.4,2,1.55,0.41,12
160,2,0,45,2,0,1.4,2,2.5,0.55,12
161,2,0,46,2,0,3.4,2,1.23,0.62,12
162,2,0,46,2,0,9.5,2,2.47,0.06,12
163,2,0,49,2,0,6.8,1,4.51,0.06,12
164,2,0,52,3,0,9.2,2,3.21,0.26,12
165,2,0,54,4,0,1.8,2,3.28,0.5,12
167,2,0,51,0,0,4.8,6,3.23,0.22,12
169,2,0,49,2,0,4.1,0,3.17,0.68,12
170,2,0,44,3,0,8.2,1,1.21,0.42,12
171,2,0,52,2,0,4.6,2,4.9,0.23,12
173,2,0,50,0,0,2.8,4,3.28,0.29,12
176,2,0,44,2,0,6.4,2,2.48,0.32,12
181,2,0,52,3,0,1.6,0,3.18,0.33,12
191,2,0,46,2,0,4.8,0,2.39,0.5,12
205,2,0,52,3,0,5.1,1,2.82,0.23,12
206,2,0,45,3,0,2.3,1,4.79,0.24,12
208,2,0,43,0,0,5.2,1,2.0,0.23,12
218,2,0,46,3,0,9.1,2,1.5,0.49,12
235,2,0,45,3,0,2.9,2,2.46,0.17,12
236,2,0,35,3,0,9.9,1,2.09,0.39,12
257,2,0,49,3,0,5.8,2,3.54,0.33,12
278,2,0,50,2,0,4.8,2,3.04,0.02,12
279,2,0,49,3,0,7.8,2,1.35,0.38,12
280,2,0,34,2,0,4.8,2,1.15,0.17,12
281,2,0,45,3,0,3.8,2,2.66,0.66,12
282,2,0,44,3,0,2.1,2,2.16,0.62,12
283,2,0,42,4,0,9.4,2,3.2,0.43,12
284,2,0,40,2,0,4.1,2,3.82,0.37,12
285,2,0,53,3,1,7.3,2,3.1,0.23,12
286,2,0,45,2,0,8.1,2,4.89,0.38,12
287,2,0,54,2,0,4.2,2,2.6,0.34,12
288,2,0,51,4,0,5.8,2,4.18,0.37,12
289,2,0,44,4,0,1.9,2,3.24,0.15,12
290,2,0,49,3,0,5.2,6,1.04,0.31,12
291,2,0,36,4,0,4.5,2,1.7,0.45,12
292,2,0,52,3,0,5.9,2,1.27,0.14,12
293,2,0,54,2,0,9.6,2,4.43,0.37,12
294,2,0,55,0,0,9.2,2,2.85,0.44,12
295,2,0,41,2,0,0.5,2,4.24,0.64,12
296,2,0,50,2,0,3.8,2,1.49,0.67,12
297,2,0,47,3,0,3.9,2,3.66,0.6,12
298,2,0,51,2,0,4.2,2,2.59,0.14,12
299,2,0,48,2,0,9.3,2,4.92,0.02,12
305,2,0,44,0,0,4.0,7,4.29,0.17,12
313,2,0,54,2,0,3.0,4,4.26,0.15,12
328,2,0,50,2,0,2.8,11,2.13,0.25,12
331,2,0,51,2,0,1.5,11,2.75,0.21,12
333,2,0,50,2,0,1.1,11,2.85,0.25,12
339,2,0,49,2,0,5.6,11,2.23,0.25,12
349,2,0,48,0,0,2.7,11,4.9,0.25,12
350,1,0,24,3,0,7.9,7,3.89,0.0,12
373,2,0,49,2,0,1.3,5,3.01,0.61,12
384,2,0,48,3,0,2.6,1,4.9,0.73,12
387,2,0,48,2,0,3.8,1,1.13,0.3,12
388,2,0,42,3,0,5.8,0,2.63,0.19,12
390,2,0,43,3,0,6.0,2,3.04,0.41,12
392,2,0,52,0,0,5.0,2,1.08,0.38,12
397,2,0,47,3,0,9.5,2,3.87,0.42,12
398,2,0,48,2,0,7.2,2,4.19,0.46,12
400,2,0,49,2,0,4.0,2,4.32,0.3,12
401,2,0,48,3,0,4.6,2,2.55,0.06,12
402,2,0,48,2,0,3.9,6,2.04,0.41,12
403,2,0,36,2,0,2.4,2,1.74,0.73,12
404,2,0,54,0,0,8.8,2,4.4,0.38,12
405,2,0,34,3,0,4.9,2,4.09,0.66,12
410,2,0,40,3,0,4.0,6,3.75,0.3,12
415,2,0,55,0,0,8.3,1,3.89,0.19,12
416,2,0,38,3,0,0.2,2,4.23,0.23,12
420,2,0,47,2,0,1.5,2,1.2,0.53,12
424,2,0,48,2,0,8.2,0,1.51,0.19,12
427,2,0,39,3,0,5.5,0,4.25,0.38,12
428,2,0,48,2,0,4.6,2,3.13,0.29,12
429,2,0,46,2,0,0.5,0,2.17,0.23,12
430,2,0,53,0,0,9.6,2,1.96,0.64,12
431,2,0,52,2,0,7.8,7,1.52,0.27,12
432,2,0,50,2,0,1.6,7,3.7,0.34,12
433,2,0,45,0,0,7.9,7,2.33,0.27,12
434,2,0,50,2,0,3.0,7,1.6,0.23,12
1307,2,0,52,2,0,1.8,2,3.13,0.39,12
4,2,0,48,3,0,1.8,1,3.6,1.0,13
6,2,0,52,3,0,6.6,0,2.48,0.18,13
9,2,0,45,4,0,7.9,0,4.86,0.51,13
15,2,0,40,3,0,2.7,2,3.9,0.68,13
94,2,0,49,3,0,1.8,2,4.72,0.3,13
95,2,0,46,3,0,8.6,1,1.13,0.31,13
96,2,0,43,3,0,5.5,2,3.82,0.43,13
97,2,0,44,3,0,0.3,2,2.36,0.21,13
98,2,0,49,2,0,1.8,2,2.07,0.23,13
99,2,0,44,3,0,4.1,1,1.14,0.62,13
100,2,0,42,2,0,1.5,0,2.35,0.0,13
102,2,0,48,4,0,7.4,2,1.23,0.34,13
105,2,0,46,2,0,5.3,2,4.16,0.47,13
109,2,0,45,2,0,1.4,7,2.87,0.16,13
121,2,0,48,3,0,0.1,8,4.36,0.49,13
153,2,0,50,2,0,3.7,2,2.9,0.54,13
161,2,0,46,2,0,3.4,2,1.23,0.1,13
163,2,0,49,2,0,6.8,1,4.51,0.13,13
169,2,0,49,2,0,4.1,0,3.17,0.7,13
170,2,0,44,3,0,8.2,1,1.21,0.58,13
176,2,0,44,2,0,6.4,2,2.48,0.06,13
181,2,0,52,3,0,1.6,0,3.18,0.53,13
196,2,0,48,1,0,1.7,7,1.63,0.23,13
197,2,0,47,1,0,2.3,7,3.94,0.11,13
208,2,0,43,0,0,5.2,1,2.0,0.21,13
220,2,0,56,0,0,5.5,7,4.0,0.33,13
235,2,0,45,3,0,2.9,2,2.46,0.27,13
236,2,0,35,3,0,9.9,1,2.09,0.36,13
257,2,0,49,3,0,5.8,2,3.54,0.46,13
290,2,0,49,3,0,5.2,6,1.04,0.26,13
385,2,0,49,2,0,0.2,1,5.0,0.58,13
388,2,0,42,3,0,5.8,0,2.63,0.3,13
398,2,0,48,2,0,7.2,2,4.19,0.56,13
400,2,0,49,2,0,4.0,2,4.32,0.42,13
401,2,0,48,3,0,4.6,2,2.55,0.26,13
403,2,0,36,2,0,2.4,2,1.74,0.77,13
404,2,0,54,0,0,8.8,2,4.4,0.64,13
405,2,0,34,3,0,4.9,2,4.09,0.79,13
410,2,0,40,3,0,4.0,6,3.75,0.17,13
416,2,0,38,3,0,0.2,2,4.23,0.14,13
424,2,0,48,2,0,8.2,0,1.51,0.17,13
427,2,0,39,3,0,5.5,0,4.25,0.39,13
433,2,0,45,0,0,7.9,7,2.33,0.23,13
1307,2,0,52,2,0,1.8,2,3.13,0.11,13
8,2,0,48,4,0,6.1,0,4.8,0.56,14
9,2,0,45,4,0,7.9,0,4.86,0.3,14
15,2,0,40,3,0,2.7,2,3.9,0.7,14
25,2,0,55,0,0,5.4,7,4.38,0.38,14
34,2,0,53,2,0,4.2,2,3.94,0.8,14
35,1,0,58,2,0,7.9,2,2.0,0.8,14
48,2,0,53,3,0,8.1,7,4.35,0.73,14
67,2,0,40,3,0,7.6,2,1.16,0.8,14
71,2,0,54,2,0,8.3,0,3.29,0.04,14
99,2,0,44,3,0,4.1,1,1.14,0.34,14
129,2,0,54,0,0,6.2,5,2.49,0.37,14
131,2,0,54,0,0,3.1,5,4.08,0.26,14
138,2,0,48,0,0,4.8,5,1.72,0.51,14
145,2,0,55,0,0,2.4,3,2.17,0.67,14
149,2,0,57,0,0,9.7,0,3.31,0.0,14
167,2,0,51,0,0,4.8,6,3.23,0.68,14
173,2,0,50,0,0,2.8,4,3.28,0.29,14
201,2,0,55,2,0,3.2,2,4.65,0.8,14
215,2,0,56,0,0,8.7,4,3.25,0.73,14
235,2,0,45,3,0,2.9,2,2.46,0.14,14
298,2,0,51,2,0,4.2,2,2.59,0.61,14
302,1,0,60,0,0,1.7,6,4.01,0.65,14
304,2,0,55,0,0,6.0,2,3.02,0.26,14
324,2,0,52,2,0,0.7,4,2.09,0.73,14
326,2,0,55,2,0,2.8,4,3.49,0.73,14
328,2,0,50,2,0,2.8,11,2.13,0.8,14
339,2,0,49,2,0,5.6,11,2.23,0.8,14
349,2,0,48,0,0,2.7,11,4.9,0.8,14
350,1,0,24,3,0,7.9,7,3.89,0.53,14
390,2,0,43,3,0,6.0,2,3.04,0.04,14
392,2,0,52,0,0,5.0,2,1.08,0.35,14
398,2,0,48,2,0,7.2,2,4.19,0.75,14
399,2,0,50,2,0,6.6,2,4.2,0.33,14
401,2,0,48,3,0,4.6,2,2.55,0.48,14
402,2,0,48,2,0,3.9,6,2.04,0.44,14
403,2,0,36,2,0,2.4,2,1.74,1.0,14
404,2,0,54,0,0,8.8,2,4.4,0.99,14
419,2,0,53,0,0,3.4,2,4.04,0.23,14
420,2,0,47,2,0,1.5,2,1.2,0.79,14
428,2,0,48,2,0,4.6,2,3.13,0.56,14
430,2,0,53,0,0,9.6,2,1.96,1.0,14
432,2,0,50,2,0,1.6,7,3.7,0.15,14
434,2,0,50,2,0,3.0,7,1.6,0.06,14
436,1,0,48,2,0,2.6,2,2.41,0.92,14
437,2,0,49,2,0,8.4,2,3.66,0.6,14
438,2,0,49,2,0,1.6,2,1.09,0.72,14
439,2,0,40,2,0,6.7,0,2.98,0.56,14
27,2,0,53,0,0,8.2,7,1.91,0.21,16
28,2,0,55,0,0,1.7,3,4.45,0.07,16
30,2,0,55,3,0,3.9,7,3.03,0.21,16
37,2,0,48,0,0,7.0,4,3.52,0.2,16
66,2,0,55,0,0,3.2,7,4.04,0.3,16
122,2,0,52,0,1,4.3,3,4.08,0.49,16
148,2,0,44,0,0,9.9,10,4.36,0.26,16
167,2,0,51,0,0,4.8,6,3.23,0.78,16
190,2,0,53,2,0,9.7,0,2.61,0.61,16
191,2,0,46,2,0,4.8,0,2.39,0.61,16
206,2,0,45,3,0,2.3,1,4.79,0.45,16
208,2,0,43,0,0,5.2,1,2.0,0.38,16
209,2,0,56,0,0,5.9,4,2.02,0.13,16
210,2,0,50,0,0,8.4,4,1.54,1.0,16
212,2,0,56,0,0,7.3,0,3.49,0.49,16
213,2,0,54,0,0,8.5,7,4.7,0.3,16
214,2,0,53,0,0,2.4,7,3.69,0.38,16
216,2,0,53,0,0,4.9,4,4.81,0.38,16
217,2,0,44,0,0,2.9,5,3.54,0.32,16
218,2,0,46,3,0,9.1,2,1.5,0.65,16
219,2,0,53,0,0,7.0,4,1.0,0.49,16
221,2,0,35,0,0,7.4,4,4.42,0.92,16
222,2,0,50,3,0,3.0,9,2.3,0.53,16
223,2,0,51,0,0,6.2,5,1.44,0.38,16
224,2,0,56,0,0,0.2,7,3.05,0.32,16
225,2,0,40,0,0,6.7,7,1.16,0.32,16
226,2,0,55,0,0,8.7,3,4.99,0.45,16
227,2,0,55,0,0,9.5,7,4.17,0.73,16
228,2,0,51,0,0,7.2,7,2.39,0.88,16
230,2,0,59,0,0,1.6,7,3.87,0.57,16
236,2,0,35,3,0,9.9,1,2.09,0.58,16
299,2,0,48,2,0,9.3,2,4.92,0.3,16
310,2,0,43,2,0,2.1,4,1.49,0.45,16
332,2,0,46,0,0,0.8,4,4.33,0.79,16
353,2,0,53,0,0,2.3,3,4.79,0.28,16
360,2,0,48,0,0,1.6,5,2.87,0.0,16
361,2,0,48,0,0,5.6,4,3.42,0.88,16
370,2,0,64,0,0,6.6,11,1.45,0.25,16
377,2,0,52,3,0,7.7,4,3.18,0.2,16
390,2,0,43,3,0,6.0,2,3.04,0.41,16
407,2,0,48,0,0,7.6,4,2.5,0.17,16
411,2,0,54,3,0,1.3,1,2.15,0.5,16
420,2,0,47,2,0,1.5,2,1.2,0.98,16
3,2,0,45,3,0,7.3,1,4.98,0.38,23
4,2,0,48,3,0,1.8,1,3.6,0.64,23
6,2,0,52,3,0,6.6,0,2.48,0.11,23
9,2,0,45,4,0,7.9,0,4.86,0.2,23
15,2,0,40,3,0,2.7,2,3.9,0.38,23
26,2,0,35,2,0,7.5,0,2.9,0.29,23
41,2,0,30,5,0,9.9,2,3.0,0.2,23
94,2,0,49,3,0,1.8,2,4.72,0.52,23
95,2,0,46,3,0,8.6,1,1.13,0.47,23
96,2,0,43,3,0,5.5,2,3.82,0.46,23
97,2,0,44,3,0,0.3,2,2.36,0.39,23
98,2,0,49,2,0,1.8,2,2.07,0.12,23
99,2,0,44,3,0,4.1,1,1.14,0.47,23
100,2,0,42,2,0,1.5,0,2.35,0.18,23
102,2,0,48,4,0,7.4,2,1.23,0.44,23
105,2,0,46,2,0,5.3,2,4.16,0.47,23
121,2,0,48,3,0,0.1,8,4.36,0.38,23
123,2,0,55,3,0,6.1,1,1.92,0.38,23
141,2,0,34,2,0,0.1,2,2.02,0.26,23
153,2,0,50,2,0,3.7,2,2.9,0.26,23
157,2,0,44,2,0,6.8,2,2.89,0.1,23
158,2,0,37,3,0,5.7,2,4.48,0.73,23
161,2,0,46,2,0,3.4,2,1.23,0.56,23
163,2,0,49,2,0,6.8,1,4.51,0.19,23
168,2,0,34,2,0,8.2,2,1.03,0.77,23
169,2,0,49,2,0,4.1,0,3.17,0.39,23
170,2,0,44,3,0,8.2,1,1.21,0.38,23
172,2,0,38,2,0,9.1,0,2.19,0.26,23
174,2,0,42,4,0,6.3,1,2.84,0.38,23
175,2,0,45,3,0,0.7,2,1.93,0.48,23
176,2,0,44,2,0,6.4,2,2.48,0.3,23
177,2,0,44,3,0,4.4,8,2.85,0.37,23
180,2,0,39,3,0,7.3,8,4.64,0.44,23
181,2,0,52,3,0,1.6,0,3.18,0.26,23
182,2,0,31,3,1,4.7,0,2.32,0.43,23
192,2,0,49,2,0,3.5,1,2.93,0.46,23
208,2,0,43,0,0,5.2,1,2.0,0.29,23
211,2,0,49,3,0,2.9,1,1.16,0.76,23
234,2,0,48,4,0,7.4,1,3.36,0.56,23
235,2,0,45,3,0,2.9,2,2.46,0.16,23
236,2,0,35,3,0,9.9,1,2.09,0.43,23
237,2,0,43,3,0,6.3,1,1.79,0.26,23
238,2,0,52,0,0,8.1,1,4.67,0.38,23
239,2,0,52,3,0,0.4,2,1.13,0.17,23
257,2,0,49,3,0,5.8,2,3.54,0.39,23
258,2,0,41,3,0,1.0,2,2.48,0.0,23
274,2,0,39,0,0,3.6,2,1.12,0.19,23
290,2,0,49,3,0,5.2,6,1.04,0.26,23
300,2,0,50,3,0,2.1,2,3.19,0.16,23
335,2,0,30,2,0,4.6,11,1.89,0.13,23
379,2,0,50,2,0,1.0,1,3.62,0.21,23
380,2,0,50,2,0,10.0,1,2.33,0.5,23
388,2,0,42,3,0,5.8,0,2.63,0.16,23
391,2,0,49,0,0,1.2,1,1.71,0.26,23
398,2,0,48,2,0,7.2,2,4.19,0.33,23
400,2,0,49,2,0,4.0,2,4.32,0.39,23
401,2,0,48,3,0,4.6,2,2.55,0.27,23
403,2,0,36,2,0,2.4,2,1.74,0.39,23
404,2,0,54,0,0,8.8,2,4.4,0.13,23
405,2,0,34,3,0,4.9,2,4.09,0.47,23
410,2,0,40,3,0,4.0,6,3.75,0.21,23
416,2,0,38,3,0,0.2,2,4.23,0.09,23
424,2,0,48,2,0,8.2,0,1.51,0.01,23
427,2,0,39,3,0,5.5,0,4.25,0.13,23
433,2,0,45,0,0,7.9,7,2.33,0.13,23
435,2,0,36,2,0,8.9,7,3.1,0.04,23
906,2,0,36,5,0,4.5,3,1.23,0.29,23
926,2,0,60,5,0,3.4,3,3.59,0.47,23
927,2,0,47,5,0,7.0,3,2.35,0.47,23
928,2,0,72,5,0,5.3,3,3.87,0.47,23
930,2,0,33,5,0,8.8,3,1.51,0.47,23
932,2,0,41,5,0,2.0,3,1.03,0.47,23
935,2,0,50,5,0,3.6,3,2.75,0.47,23
936,2,0,68,5,0,7.3,3,3.41,0.64,23
938,2,0,64,5,0,8.6,3,2.56,0.47,23
939,2,0,42,5,0,5.6,3,1.42,0.47,23
942,2,0,63,5,0,9.8,3,4.23,0.47,23
949,2,0,38,5,0,4.9,3,2.94,0.47,23
951,2,0,55,5,0,5.2,3,4.85,0.11,23
956,2,0,60,5,0,4.3,3,2.59,0.47,23
